id,created,updated,title,content,tags,product,topic,locale,answers,creator
1344650,2021-07-22 04:58:58 -0700,2021-07-22 04:58:58 -0700,"on home page a icon listed as ""xcazp3"" it will not dismiss, what is it?","<p>on home page a icon listed as ""xcazp3"". It won't dismiss and google doesn't know what it is and I can't get it off my home page.  Try to open it and it shows 404 error.  What is it? </p>",desktop;fix-problems;windows-10;firefox-900;firefox-9001;,firefox,fix-problems,en-US,"",surf1mo
1344649,2021-07-22 04:24:09 -0700,2021-07-22 04:24:09 -0700,In Search of Lost Browser Data,"<p>Good Morning,  </p><p>I accidentally deleted my browsing history on Firefox for ""all time"". One of the pages I used to access an office email address on Outlook to which I have forgotten the passcode. I turned off the computer and turned it back on unfortunately. I am wondering if there is another way to find past browsing history?  </p><p>Thank you. </p><p>Thor </p>",desktop;other;windows-10;firefox-900;,firefox,other,en-US,"",thorwebster
1344647,2021-07-22 04:02:23 -0700,2021-07-22 04:48:03 -0700,"firefox deleted cookies, how do i restore them?","<p>i lost my google account because firefox deleted my cookies, and i cant find the right folder to find my deleted cookies, what do i do? </p>",desktop;cookies;windows-10;firefox-900;,firefox,cookies,en-US,1429299;,lavrovadarina1
1344645,2021-07-22 04:00:02 -0700,2021-07-22 04:00:02 -0700,"Very different behaviour between chrome,brave & firefox,firefoxdevedition with javascript and button.","<p>Hello, I found very different behaviour today between chrome,brave &amp; firefox,firefoxdevedition with javascript and button. </p><p>As visible on the screenshots the button is created with its attributes GET and target profile.html  via jinja2 templating.  </p><p>But in addition, via javascript, I added a function to post the selected tables to a route called SaveToDatabase. </p><p><br> In chrome the js part gets executed and profile.html is loaded, but in firefox based browsers ONLY the js POST  is executed and nothing else happens. </p><p>What could the problem here be? </p><p><br> Best regards and thank you in advance. </p>",linux;desktop;websites;beta;firefox-910;,firefox,websites,en-US,"",cocoonkid
1344643,2021-07-22 03:46:05 -0700,2021-07-22 03:46:05 -0700,Tisk po aktualizaci firefoxu,"<p>Dobrý den po nové aktualizaci, se mi ve firefoxu netiskne část stránky. Poradíte mi prosím co s tím značně mi to stěžuje práci. Děkuji Eliška </p>",desktop;fix-problems;windows-10;firefox-900;,firefox,fix-problems,cs,"",mo.prodejna
1344640,2021-07-22 03:12:14 -0700,2021-07-22 03:12:14 -0700,Non c'è un modo per spostarsi in alto cliccando direttamente sulla linguetta della finestra?,<p>Non c'è un modo per spostarsi in alto cliccando direttamente sulla linguetta della finestra? Come fa ad esempio il browser di Yandex... </p>,desktop;tabs;windows-10;firefox-900;,firefox,tabs,it,"",alberto.sossi
1344639,2021-07-22 02:57:16 -0700,2021-07-22 02:57:16 -0700,Non compatibilité décryptage de documents à télécharger,"<p>Bonjour, </p><p>Sur le site Doctolib, je ne peux pas télécharger mes documents médicaux qui sont cryptés. Le site précise dans une fenêtre d'anomalie : </p><p>""Votre navigateur Internet n'est pas compatible avec le décryptage de documents. Veuillez vous reconnecter avec Google Chrome"". </p><p>Merci de l'aide que vous pourrez m'apporter. </p><p>Cordialement </p><p>Alain </p>",desktop;other;windows-10;firefox-900;,firefox,other,en-US,"",sylcemar
1344638,2021-07-22 02:56:09 -0700,2021-07-22 04:49:11 -0700,Mozilla Firefox - White screen on the game while it is loading.,"<p>Hello, </p><p>I get a white screen while loading the game. I am currently using Mozilla Firefox 90.0.1, it is an up-to-date browser. For example, running Mozilla Firefox in safe mode solves this problem and the game starts up properly. </p><p>I've attached a screenshot of the Mozilla Firefox browser running, showing a white screen while loading the game. </p><p>Best regards, Jan Kochanowski </p>",desktop;other;,firefox,other,en-US,1429300;,janusz1983jg
1344634,2021-07-22 01:44:39 -0700,2021-07-22 01:44:39 -0700,Contraseña Maestra,"<p>Ultimamente me pide varias veces la contraseña maestra. Lo normal, hasta ahora, es al inicio de ejecutar el Navegador. Si es para mi seguridad, perfecto, la escribo todas las veces que sean necesarias, pero no sé, si hay algun intento de hackeo. Gracias </p><p>Windows 10, en PC Uso la última version del Navegador </p>",desktop;privacy-and-security_1;windows-10;firefox-900;,firefox,privacy-and-security,es,"",charo_mgr
1344632,2021-07-22 01:22:40 -0700,2021-07-22 04:50:47 -0700,411 Length Required,"<p>In some SSL enabled websites I see ""411 Length Required"" error. When I change browser everything works great. It seems, that only Firefox has this issue. Additional text showed in error page: </p><p><strong>Length Required</strong> A request of the requested method POST requires a valid Content-length. </p><p>How to fix this issue? Any ideas? </p>",desktop;fix-problems;windows-10;firefox-900;firefox-9001;,firefox,fix-problems,en-US,1429301;,patrikas23
1344631,2021-07-22 01:00:02 -0700,2021-07-22 01:02:41 -0700,Autofill prevents forms working - at all! Firefox Developer 91.0b5 (64-bit),"<p>Since firefox updated this morning, I'm no longer able to log in to some sites using forms once auto fill is active. </p><p>I've created a new blank profile to test, and it's the same behaviour. </p><p>1. start blank profile 2. visit <a href=""https://bandcamp.com/login"" rel=""nofollow"">https://bandcamp.com/login</a> 3. enter a username and password (doesn't matter that it's not real) and hit Submit 4. tell Firefox to remember password. 5. clear the form and reload the login page. 6. try to allow firefox to auto fill the fields </p><p>There's a really weird mix of things that go on </p><p>- sometimes one of the fields is populated, more often they both go yellow, but blank. - double clicking in a field seems to momentarily reveal contents, but then it goes blank again. - typing in an apparently blank but yellow field seems to suddenly append characters to the auto-filled value. </p>",linux;desktop;beta;fix-problems;firefox-910;,firefox,fix-problems,en-US,1429274;,shinyblue
1344628,2021-07-21 23:37:58 -0700,2021-07-21 23:37:58 -0700,DuckDuckGo A-F Rating Box isn't showing up,"<p>When the DuckDuckGo Browser extension is added, it should show up in the top right of the browser with a website rating. When you click on this rating it will give you extra details, settings, and information. This is supposed to show up but it isn't for some reason and I don't know why. Any idea for what could cause this? I've tried rebooting the browser, uninstalling the add-on, then re-installing the add-on. </p>",desktop;customize;windows-10;firefox-900;firefox-9001;,firefox,customize,en-US,"",MusicienElegant
